X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
1.915279	5.283961e-06	5.316903e-08	-1.663139e-06	-1.537236e-08	
1.916280	-1.619633e-05	9.542815e-06	-3.655790e-06	-7.443954e-07	
1.917280	-3.923189e-05	5.848642e-06	-4.876069e-06	-4.123403e-06	
1.918281	-5.513193e-05	-6.048568e-06	-5.443991e-06	-3.760829e-06	
1.919282	-4.797281e-05	-1.399108e-05	-2.606692e-06	-2.645280e-06	
1.920283	-4.738953e-05	-1.397548e-05	-3.582588e-07	-2.083826e-07	
1.921284	-1.186851e-05	-3.782179e-06	1.716359e-06	1.484853e-06	
1.922285	8.776736e-05	5.172925e-06	4.027975e-06	4.779254e-07	
1.923286	1.348411e-04	1.403817e-05	1.757572e-06	1.112010e-06	
1.924287	8.046623e-05	2.101814e-05	5.175044e-07	-6.209556e-07	
1.925288	2.005531e-05	2.477905e-05	1.048436e-07	-1.436431e-06	
1.926289	1.222940e-06	4.977065e-05	-2.964779e-06	2.488157e-07	
1.927290	-1.294377e-05	5.821424e-05	-2.889198e-06	-5.779563e-07	
1.928291	-3.765543e-05	9.957897e-06	-1.989448e-06	-1.117430e-06	
1.929292	-1.646158e-05	-1.626515e-05	-1.123350e-06	-2.696341e-06	
1.930293	2.745542e-05	4.302990e-06	2.273710e-06	-2.237236e-06	
1.931294	-8.425805e-06	-8.245176e-07	1.838479e-06	-9.164233e-09	
1.932295	-5.453635e-05	-2.790962e-05	-3.834546e-07	-1.375542e-06	
1.933296	-2.185151e-05	-4.980533e-05	-2.182735e-08	-8.204144e-07	
1.934297	-3.922111e-06	-5.533023e-05	-1.429772e-07	-7.496961e-07	
1.935297	-3.234807e-05	-4.937919e-05	-2.904237e-08	-2.651441e-06	
1.936298	-2.269126e-05	-7.807839e-05	-7.621149e-07	-8.545557e-07	
1.937299	4.493337e-06	-8.779918e-05	-1.423835e-06	7.321827e-07	
1.938300	-9.598726e-06	-1.600739e-05	2.015642e-06	-5.942613e-07	
1.939301	-1.633000e-05	5.222459e-05	4.511660e-06	-1.049683e-06	
1.940302	-1.053748e-05	5.394194e-05	3.533080e-06	1.627081e-07	
1.941303	-2.428280e-05	2.622519e-05	3.127033e-06	8.349311e-07	
1.942304	1.911789e-05	9.522970e-06	2.436992e-06	4.943836e-06	
1.943305	9.291809e-05	1.565951e-05	7.659102e-07	8.524985e-06	
1.944306	6.476162e-05	3.605080e-05	-1.125503e-06	4.065269e-06	
1.945307	7.360716e-06	3.769245e-05	-1.822210e-06	7.817655e-07	
1.946308	1.186059e-05	1.560891e-05	3.679911e-07	1.593546e-06	
1.947309	7.532429e-06	6.609780e-06	3.230719e-07	2.717167e-06	
1.948310	8.014868e-06	7.477463e-06	-2.354468e-06	1.217612e-06	
