NO_OF_FRAMES	127
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2021-10-08, 16:44:14	10644.81949717
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
184	1.83000	233.370	315.264	1614.955	200.579	487.640	1342.394	239.497	567.466	1031.875	443.927	561.440	914.266	182.677	177.202	1344.444	127.706	98.579	1029.712	185.135	35.964	808.642	226.380	484.550	813.904	239.755	449.416	420.720	-98.164	399.948	205.726	-140.349	338.743	221.176	-80.358	432.458	99.437	-28.423	422.957	55.744	247.153	122.121	857.068	308.731	216.447	442.949	245.877	241.894	55.442	191.570	284.462	27.773	345.476	229.654	29.272	425.610	260.280	29.991
185	1.84000	244.977	315.422	1616.192	211.811	487.432	1343.543	244.833	565.673	1031.166	442.557	560.239	902.186	196.184	176.848	1346.322	143.818	97.215	1030.698	205.366	35.389	810.803	236.544	484.033	815.289	263.582	450.915	422.392	-71.990	400.680	205.428	-114.748	339.257	218.862	-52.517	437.570	102.230	1.250	428.084	58.086	257.317	122.698	856.957	312.782	216.366	442.340	245.865	242.150	55.647	191.416	284.401	28.204	345.500	229.653	29.188	426.142	260.329	29.509
186	1.85000	256.423	315.296	1617.213	222.567	487.251	1343.824	250.203	563.961	1030.185	440.135	559.777	889.957	210.328	176.419	1347.850	160.138	95.560	1031.834	226.487	34.894	812.783	246.092	484.710	817.193	288.055	451.878	424.469	-44.629	401.482	203.173	-88.441	339.925	214.966	-22.037	440.534	101.998	34.751	432.040	60.498	267.932	122.539	857.551	315.965	216.568	441.465	245.850	242.213	55.743	191.258	284.337	28.511	345.496	229.700	29.203	426.317	260.441	28.857
187	1.86000	268.305	315.760	1617.762	232.853	487.431	1343.968	255.124	561.958	1029.369	437.274	558.454	877.745	224.117	176.043	1348.493	176.407	93.741	1033.107	247.571	34.683	814.914	255.756	485.341	819.154	311.621	452.899	427.562	-16.486	402.799	200.328	-60.785	341.339	209.386	11.776	441.846	101.078	69.656	435.971	61.229	278.014	123.104	857.040	319.597	216.836	440.348	246.530	242.761	55.793	191.379	284.615	28.473	345.398	229.556	29.298	426.624	260.648	28.055
188	1.87000	280.045	316.057	1618.528	243.673	487.300	1344.985	260.080	559.784	1028.663	433.626	557.474	865.522	238.091	176.063	1349.320	192.950	92.076	1034.338	269.134	34.164	817.541	268.242	484.960	821.058	335.899	453.452	430.492	13.100	404.300	195.664	-32.526	342.571	202.786	44.076	446.319	99.491	103.983	437.151	59.628	288.456	123.438	856.319	323.231	217.056	439.503	246.510	242.808	55.880	191.403	284.956	28.689	345.560	229.503	29.361	426.930	260.779	27.645
189	1.88000	291.995	316.261	1619.206	254.490	487.237	1345.087	264.521	557.804	1027.468	428.379	556.776	854.475	251.261	176.024	1350.980	209.154	90.252	1035.137	290.733	34.098	820.122	279.220	485.950	822.904	358.914	453.833	434.218	42.521	405.621	190.421	-3.337	344.352	194.629	78.835	448.767	95.300	139.780	438.828	58.350	299.712	123.776	855.433	326.387	216.779	438.817	247.126	243.424	55.818	190.731	284.777	29.398	345.581	229.477	29.256	427.025	260.727	27.233
190	1.89000	304.012	316.622	1619.805	264.621	487.138	1345.123	268.688	555.660	1026.616	422.862	555.862	844.014	265.556	175.804	1351.677	225.769	88.706	1035.745	312.613	34.111	822.135	291.474	486.882	824.408	382.117	454.451	438.056	74.230	406.798	183.619	26.618	345.324	185.900	114.483	449.945	92.085	177.407	440.705	57.938	309.744	124.473	854.242	330.528	217.147	438.214	248.927	245.032	54.529	190.984	285.389	29.522	345.522	229.525	29.130	427.359	260.543	27.106
191	1.90000	316.028	317.093	1620.169	275.108	487.126	1344.601	273.175	553.598	1025.641	415.970	555.467	833.675	278.827	175.656	1351.859	242.059	86.952	1036.906	334.921	34.217	824.983	303.317	487.720	826.550	404.761	454.576	441.924	104.769	407.861	176.360	58.481	346.941	175.752	150.303	452.333	87.148	214.735	443.531	56.144	321.052	124.345	852.954	333.611	216.838	438.046	249.323	245.181	54.602	191.052	285.901	29.781	345.531	229.574	29.214	427.556	260.608	26.812
192	1.91000	327.898	317.626	1620.337	285.972	487.063	1344.989	277.713	551.327	1024.703	408.306	554.746	824.111	292.187	175.995	1352.617	258.467	85.239	1037.519	356.300	34.343	828.183	315.905	488.298	827.842	426.991	454.803	446.373	137.571	408.986	169.114	90.712	347.823	165.719	187.472	454.704	82.863	253.494	445.647	54.692	331.084	124.851	852.095	336.981	217.108	436.975	249.141	245.294	54.968	191.672	286.017	29.867	345.620	229.673	29.203	427.772	260.543	26.482
193	1.92000	340.050	318.259	1620.589	296.506	487.174	1344.437	281.695	549.095	1024.247	399.766	554.588	815.688	304.811	175.901	1353.077	274.642	83.638	1038.259	378.346	34.680	831.347	326.803	489.828	829.267	448.881	454.433	449.467	170.583	409.989	160.553	123.520	349.420	155.516	224.700	456.993	79.033	291.922	448.504	53.188	340.925	125.618	850.598	341.696	217.587	436.173	247.613	244.628	56.687	191.404	286.153	30.424	345.614	229.727	29.279	427.665	260.392	26.022
194	1.93000	351.929	319.042	1620.403	307.161	487.121	1343.911	285.827	546.869	1023.903	391.963	554.194	808.113	318.491	176.595	1354.032	290.631	82.151	1038.890	399.916	34.626	833.801	337.720	491.012	830.183	469.454	454.013	453.803	205.093	411.017	152.346	157.929	349.928	144.016	262.953	458.717	74.882	330.975	450.677	52.397	350.243	126.436	849.365	346.192	218.254	434.832	248.886	245.125	56.605	191.913	286.733	30.608	345.756	229.895	29.347	428.095	260.494	25.869
195	1.94000	363.918	319.923	1620.187	317.601	487.328	1342.995	290.082	544.828	1023.494	383.501	553.604	801.859	330.808	176.488	1354.280	306.620	80.520	1038.802	421.353	34.612	837.194	350.122	492.650	830.712	490.112	453.692	457.279	239.612	412.399	144.175	192.814	351.578	132.796	302.198	460.520	70.906	371.323	452.680	51.834	359.486	127.120	848.840	349.658	218.328	434.266	249.138	245.274	56.935	192.874	286.720	31.017	346.015	230.056	29.276	428.285	260.347	25.348
196	1.95000	375.690	320.720	1619.743	328.566	487.365	1341.809	294.596	543.411	1022.773	374.837	554.005	797.255	344.137	176.897	1354.389	322.510	78.996	1039.695	443.424	35.217	840.708	361.673	493.662	831.375	510.715	452.937	461.220	275.080	413.558	135.415	228.865	352.752	120.710	342.051	461.621	66.512	410.654	454.315	51.182	368.809	128.082	847.699	352.973	218.273	433.821	249.273	245.453	57.380	193.583	286.928	31.185	346.110	230.037	29.233	428.544	260.527	25.057
197	1.96000	387.463	321.724	1619.023	339.218	487.926	1341.143	298.791	541.702	1022.104	364.663	552.781	792.344	356.490	176.608	1354.162	338.364	77.998	1039.062	464.283	35.270	844.125	373.010	494.639	831.144	530.567	453.017	465.406	311.073	414.633	127.499	265.505	354.105	108.903	381.825	462.876	62.430	452.047	454.794	51.235	378.284	129.033	846.386	356.715	218.265	433.175	249.704	245.799	57.743	193.666	287.013	32.254	346.279	230.164	29.158	428.758	260.865	24.741
198	1.97000	399.560	322.719	1618.512	350.162	487.594	1339.992	302.355	540.269	1021.647	357.895	553.480	789.582	369.577	176.931	1353.032	353.594	76.749	1039.429	485.379	35.540	847.214	384.551	495.901	830.871	549.920	451.720	467.747	346.976	416.084	118.483	302.368	355.823	98.541	422.542	463.371	58.546	493.390	454.202	50.513	387.231	130.125	845.291	360.719	218.683	431.979	249.826	246.130	58.359	193.280	287.265	34.035	346.303	230.316	29.193	428.455	260.679	24.466
199	1.98000	411.330	323.696	1617.366	361.230	487.971	1339.286	305.886	539.157	1021.238	349.163	551.597	786.411	382.358	177.112	1352.558	369.162	75.680	1039.056	506.207	35.648	850.499	397.801	497.959	830.849	567.411	451.317	470.830	384.753	417.182	110.264	338.840	358.319	87.521	463.455	463.452	55.370	534.309	453.234	51.149	397.040	131.782	843.996	364.676	218.997	431.708	249.864	246.312	58.700	193.479	287.621	35.126	346.477	230.373	29.073	428.860	260.865	24.491
200	1.99000	423.102	324.779	1616.274	372.207	488.372	1337.814	308.976	537.596	1021.242	343.257	552.547	785.495	395.453	177.661	1351.062	384.728	74.620	1037.740	527.590	36.195	853.544	408.295	498.150	829.739	584.523	450.498	472.933	421.499	419.214	103.657	377.991	359.377	78.648	505.149	462.940	52.067	575.653	451.678	52.148	406.878	133.065	841.622	368.884	219.486	431.360	250.346	246.485	59.001	193.255	288.103	35.954	346.505	230.449	29.119	428.969	260.910	24.271
201	2.00000	434.809	325.814	1615.155	383.376	488.728	1336.030	311.537	536.483	1021.124	335.672	550.700	783.764	408.373	177.794	1349.832	399.558	73.587	1037.749	547.443	36.414	856.517	420.027	499.191	828.722	601.292	449.548	475.197	459.731	420.082	94.413	415.548	361.508	68.549	546.560	461.779	49.254	617.296	449.082	53.772	415.026	133.628	840.852	373.229	220.076	430.772	250.990	246.868	59.440	193.197	288.511	36.705	346.253	230.371	29.138	428.970	260.804	24.266
202	2.01000	446.551	326.897	1613.724	394.709	489.028	1334.084	313.878	534.777	1021.387	330.901	550.742	783.336	421.445	177.946	1348.888	415.303	72.595	1036.655	567.381	36.911	859.815	431.608	500.416	827.795	616.337	448.960	476.460	497.618	420.938	89.901	454.252	362.523	60.326	587.442	461.090	46.904	657.205	446.891	56.016	424.102	134.481	840.005	378.085	220.703	429.966	251.621	247.195	59.737	193.469	289.021	38.157	346.389	230.667	29.150	429.122	260.599	23.865
203	2.02000	458.224	328.022	1612.431	405.850	489.598	1332.930	316.071	533.179	1021.839	326.364	550.683	783.828	434.353	178.337	1347.417	430.026	72.021	1035.286	587.223	37.018	862.806	444.088	502.352	826.664	631.095	448.199	477.517	535.487	421.586	84.470	494.520	362.733	52.465	628.463	459.698	46.828	698.004	444.119	59.336	434.040	135.979	838.483	382.627	221.267	429.892	252.035	247.695	61.310	194.077	289.916	40.235	346.351	231.238	28.721	428.967	260.690	23.740
204	2.03000	470.161	329.201	1610.989	417.193	490.134	1331.310	318.546	531.794	1022.983	322.824	550.485	784.712	447.036	178.861	1345.738	444.784	71.497	1033.476	607.056	37.831	865.206	455.971	503.861	825.822	644.805	447.221	478.012	573.422	421.382	79.953	532.341	363.839	45.344	669.497	458.263	47.269	737.346	441.842	62.709	443.529	136.942	837.815	386.246	221.567	429.880	252.559	248.295	62.109	194.250	290.272	41.407	346.293	231.288	29.051	429.018	260.638	23.480
205	2.04000	481.855	330.430	1609.671	428.997	490.593	1330.325	321.123	530.770	1024.164	319.407	550.206	786.246	460.332	179.830	1343.928	460.208	71.011	1032.492	625.642	38.446	868.164	468.200	504.711	824.111	658.337	446.645	477.554	610.576	421.266	74.908	570.989	364.130	38.145	708.395	456.448	47.794	775.600	437.925	68.495	452.835	138.241	836.633	390.411	221.057	429.863	252.068	248.062	63.777	194.552	290.834	43.623	346.148	231.291	28.965	428.594	260.148	23.929
206	2.05000	493.796	331.654	1608.181	440.300	491.012	1328.540	324.066	529.996	1025.038	316.743	549.751	787.525	473.108	180.298	1342.164	475.317	71.083	1031.087	643.913	38.881	870.201	480.284	505.957	822.237	670.843	445.915	476.943	646.866	421.276	70.648	607.012	365.034	33.848	746.785	453.504	50.246	811.685	434.291	74.408	463.562	139.926	834.835	394.609	220.640	429.899	252.539	248.416	65.669	194.987	291.420	45.911	346.028	231.571	28.987	428.678	260.176	23.812
207	2.06000	505.444	332.902	1606.745	451.887	491.826	1327.788	327.483	529.170	1027.186	314.696	549.978	789.675	486.242	180.979	1340.953	489.682	71.129	1030.043	662.629	40.239	873.385	493.014	507.033	820.421	682.127	445.793	475.125	682.060	420.046	68.032	641.882	365.007	30.484	783.200	450.524	52.945	846.304	429.780	81.093	472.776	141.109	834.236	400.034	220.346	429.509	253.088	248.050	67.751	194.470	290.551	48.879	346.164	231.287	29.060	428.595	259.850	23.906
208	2.07000	517.358	334.131	1605.306	463.268	492.512	1326.245	331.137	528.139	1029.995	313.014	550.412	791.998	498.817	181.644	1338.878	504.411	71.569	1028.062	679.871	40.958	875.169	506.006	508.201	818.161	693.377	445.583	472.149	713.363	419.195	67.338	675.707	364.382	26.646	816.757	447.618	56.326	877.733	425.548	87.067	482.296	142.642	833.141	404.799	220.250	429.747	253.673	247.565	69.659	194.907	290.629	51.671	346.226	231.217	29.057	428.709	259.497	24.012
209	2.08000	529.125	335.546	1603.881	474.808	493.050	1324.363	335.730	527.598	1032.197	312.562	551.667	795.225	511.914	183.288	1337.136	518.646	71.943	1027.067	696.763	42.098	877.622	519.264	509.364	816.303	704.012	445.158	469.136	742.467	418.463	67.829	705.538	364.561	24.096	847.446	445.074	58.914	906.114	422.594	93.363	492.794	144.244	831.911	410.796	219.739	430.117	254.253	247.363	71.346	196.103	290.720	54.560	346.216	230.820	29.075	429.126	259.318	23.783
210	2.09000	540.998	336.846	1602.301	486.382	493.777	1323.226	341.177	527.282	1033.678	312.696	552.573	799.364	524.643	184.180	1335.526	532.567	72.503	1026.473	713.390	43.132	879.757	532.665	510.476	814.313	714.610	444.876	465.919	768.951	418.033	67.924	732.940	364.241	22.448	874.269	443.284	62.614	931.575	419.520	98.703	501.313	145.300	830.965	417.446	219.821	429.552	255.170	246.794	73.635	196.336	290.327	57.424	346.260	230.355	29.063	429.181	259.008	23.991
211	2.10000	552.828	338.297	1600.660	497.719	494.562	1322.374	346.779	526.595	1036.631	312.960	553.964	802.019	537.302	185.577	1333.976	546.616	73.531	1025.099	730.263	45.158	881.998	546.265	511.458	812.483	725.457	444.508	462.328	791.618	417.466	67.361	756.849	364.296	21.845	897.746	441.451	65.856	953.534	417.504	103.391	511.890	147.658	830.048	423.651	219.561	429.936	256.230	246.253	75.291	197.051	289.840	61.072	346.520	230.061	28.964	429.448	259.161	23.781
212	2.11000	564.615	339.644	1599.093	509.886	495.590	1321.212	353.903	526.538	1038.708	314.987	555.829	805.149	549.644	187.015	1332.856	560.072	74.543	1023.896	745.732	46.337	883.426	560.599	512.763	810.728	736.710	444.333	460.298	810.892	417.130	67.346	776.968	364.496	19.787	917.620	440.281	67.548	972.883	415.078	106.460	522.964	150.001	828.635	430.941	218.899	429.154	257.400	245.750	78.368	198.426	289.141	64.608	346.607	229.839	29.003	429.612	259.263	23.630
213	2.12000	576.386	341.115	1597.699	521.528	496.689	1319.968	360.927	525.928	1040.066	316.943	557.725	808.468	562.178	188.576	1330.886	573.269	75.860	1022.546	761.047	48.160	885.837	575.063	513.925	810.142	748.390	443.872	457.882	826.293	416.625	66.197	793.164	364.075	18.611	933.972	438.896	68.085	988.655	412.971	107.424	533.844	151.771	827.813	439.221	219.036	429.102	258.544	245.381	80.642	200.224	289.183	68.512	346.815	229.696	29.159	429.835	258.765	23.748
214	2.13000	588.069	342.597	1596.140	533.875	497.832	1318.688	368.935	525.750	1041.568	319.283	559.618	811.444	574.632	190.460	1329.498	585.988	76.991	1021.645	775.571	49.375	886.051	590.266	514.947	809.562	759.416	444.268	455.824	838.903	414.654	63.982	806.346	363.683	16.629	946.728	437.273	66.818	1001.434	410.894	106.540	545.822	153.323	826.396	447.601	220.092	429.308	260.066	244.759	83.750	201.478	289.286	72.352	347.019	229.495	29.182	430.324	258.523	23.878
215	2.14000	599.955	344.075	1594.757	546.046	499.310	1317.350	378.422	526.223	1043.098	323.779	562.427	815.652	586.609	191.510	1328.386	599.353	78.464	1020.365	790.554	51.515	887.321	605.410	516.093	809.321	770.688	444.069	454.231	849.057	414.780	61.902	814.306	363.562	14.347	956.702	435.888	63.515	1010.647	408.810	103.058	558.121	155.070	824.944	457.134	221.001	428.410	262.563	245.219	86.736	203.277	289.340	77.470	347.162	229.517	29.175	430.447	258.321	23.998
216	2.15000	611.658	345.643	1593.383	558.084	500.818	1315.850	387.944	526.637	1043.432	328.521	564.517	817.191	598.585	193.573	1327.141	612.001	79.946	1019.709	804.272	53.490	888.614	621.243	517.006	808.974	781.453	444.329	452.885	855.244	414.845	58.270	819.771	364.012	10.920	963.530	434.352	59.162	1017.312	406.876	98.179	570.836	156.779	823.181	468.475	222.375	427.764	264.553	244.807	89.950	204.954	289.583	82.688	347.488	229.434	29.286	430.493	258.114	24.239
217	2.16000	623.436	347.212	1592.135	570.292	502.564	1314.929	397.907	527.285	1043.603	334.479	566.727	818.743	609.993	195.092	1325.811	624.333	81.699	1018.424	817.315	54.648	888.472	637.248	518.140	809.163	793.388	444.044	450.537	859.704	415.790	53.291	819.913	364.623	9.797	967.022	432.830	52.649	1022.390	404.749	91.066	584.260	158.378	821.201	479.163	223.383	426.559	266.777	244.528	94.102	207.562	289.417	87.757	347.564	229.288	29.331	430.704	257.941	24.088
218	2.17000	634.800	348.850	1590.699	582.627	504.070	1313.034	408.802	528.042	1044.046	340.937	568.925	820.301	621.543	197.093	1324.483	636.663	83.579	1016.883	830.596	56.845	889.024	653.585	519.514	808.718	804.911	443.792	449.026	860.190	413.705	50.317	819.315	363.653	10.106	968.308	432.582	44.469	1026.114	404.073	78.949	598.272	159.963	819.011	491.207	224.810	426.319	269.468	244.411	97.589	211.558	290.605	94.277	347.751	229.121	29.560	430.939	257.624	24.060
219	2.18000	646.532	350.678	1589.861	594.903	506.049	1312.360	420.579	529.404	1044.061	350.443	572.007	822.078	632.871	198.281	1323.817	648.456	85.261	1016.006	843.395	58.848	888.813	670.403	521.961	809.733	815.505	443.995	446.834	864.185	413.305	51.535	821.393	362.822	11.078	970.522	433.294	39.049	1030.785	407.722	69.496	613.339	161.859	816.863	503.699	226.217	424.827	272.196	243.792	101.797	214.812	290.329	100.165	348.155	228.895	29.570	430.936	257.549	24.044
220	2.19000	657.935	352.410	1589.540	607.285	507.990	1311.458	432.880	531.296	1043.248	359.671	573.712	821.649	644.329	199.999	1322.571	660.589	87.004	1014.870	855.802	60.830	888.244	687.423	524.854	811.264	825.867	444.888	445.748	867.206	412.525	52.585	823.695	361.768	13.019	972.746	434.792	37.839	1035.116	409.340	65.494	628.568	163.636	814.795	516.858	227.484	423.748	276.545	243.066	106.621	219.483	290.348	107.779	348.294	228.672	29.802	431.070	257.525	23.740
221	2.20000	669.573	354.231	1589.841	619.004	509.993	1310.823	445.673	533.541	1041.695	370.026	576.609	821.192	655.840	201.084	1322.464	671.763	89.135	1013.670	866.948	62.773	887.636	703.923	526.782	815.091	836.476	446.160	447.099	869.324	412.826	52.523	824.305	362.410	13.725	974.597	434.051	33.262	1037.467	408.988	59.405	644.107	165.323	813.261	530.494	227.669	422.950	280.047	242.472	111.337	225.023	291.067	114.821	348.687	228.846	29.963	431.086	256.982	23.954
222	2.21000	681.126	355.988	1590.589	630.942	511.872	1310.244	459.909	536.722	1039.931	382.486	578.970	819.761	667.718	201.835	1322.347	683.366	91.131	1013.395	878.232	64.850	886.185	719.073	527.962	820.297	848.697	447.232	450.964	870.693	413.094	51.715	824.575	363.235	14.086	976.247	432.681	29.598	1039.049	406.493	54.300	660.406	166.956	811.034	546.673	227.479	421.529	285.810	242.428	118.164	232.371	292.093	123.387	348.917	229.186	30.621	430.791	256.338	24.078
223	2.22000	692.542	357.906	1591.354	642.898	513.610	1310.759	473.869	539.515	1038.960	398.149	582.118	818.887	679.823	202.895	1322.975	694.721	93.418	1012.831	888.082	66.708	884.877	733.135	529.643	824.833	859.899	447.575	453.204	872.246	412.962	51.697	825.183	363.897	14.686	978.501	432.030	28.393	1041.343	404.093	50.811	676.724	168.071	810.248	562.960	226.041	420.887	291.809	241.953	124.873	242.085	293.786	132.818	349.801	229.807	31.908	430.381	255.510	24.191
224	2.23000	703.862	359.854	1592.495	654.367	514.802	1311.634	488.955	543.338	1038.265	413.611	584.358	816.910	691.593	204.308	1323.405	705.069	96.179	1013.209	897.827	68.982	883.264	746.954	531.627	827.964	871.367	447.631	453.989	874.027	412.914	51.376	825.205	364.353	15.302	978.993	433.401	27.501	1043.262	403.839	47.027	693.202	169.489	809.750	579.738	224.062	420.034	299.376	241.594	131.058	253.103	295.328	141.908	351.141	230.306	33.179	430.025	254.312	24.290
225	2.24000	715.051	361.871	1593.697	666.155	515.942	1312.390	504.175	546.275	1036.836	430.923	587.277	814.075	703.586	205.687	1324.996	715.664	98.673	1013.701	906.882	71.016	881.443	761.039	534.134	829.402	881.377	448.247	452.844	874.811	412.693	51.460	825.604	364.637	16.162	979.057	435.040	26.965	1044.145	403.739	42.869	708.513	171.012	809.945	597.546	222.093	419.022	310.049	240.371	138.253	264.426	294.210	152.462	354.609	230.948	35.898	429.700	254.183	24.524
226	2.25000	726.335	363.944	1595.152	677.936	517.449	1313.114	519.467	548.969	1035.684	450.239	590.476	811.128	716.046	207.302	1326.504	726.155	100.944	1014.809	915.573	73.584	880.087	774.838	536.607	830.589	889.319	449.707	452.899	875.896	412.509	51.231	825.572	365.177	16.509	979.394	435.754	26.676	1045.239	403.468	40.224	723.504	172.323	809.993	617.347	219.859	417.432	321.882	238.897	144.354	278.042	292.321	162.161	358.910	231.217	38.655	430.324	254.855	24.506
227	2.26000	737.340	365.966	1596.445	689.963	518.083	1314.376	535.177	551.217	1035.043	471.661	594.294	809.753	727.958	208.840	1328.503	737.145	103.637	1015.786	923.770	75.563	877.725	787.924	538.713	832.003	896.473	451.440	451.747	876.547	412.409	51.169	825.929	365.251	17.162	979.561	435.828	26.544	1046.822	402.077	38.780	736.428	173.702	810.758	639.014	218.166	415.734	335.784	236.963	151.131	294.049	290.464	173.748	363.885	232.463	41.889	428.875	257.649	24.167
228	2.27000	748.293	367.973	1597.978	702.241	519.518	1316.071	551.175	553.488	1034.746	492.933	598.059	806.755	739.813	210.236	1329.115	747.166	106.125	1016.656	931.995	78.080	875.385	801.239	540.839	833.494	903.125	452.824	450.414	877.482	412.230	51.440	825.918	365.307	17.644	979.833	435.999	26.484	1048.156	401.279	37.596	749.054	175.286	811.220	661.627	217.409	411.173	350.395	236.041	158.932	310.654	289.022	185.483	369.317	233.081	47.592	430.446	258.457	24.558
229	2.28000	759.213	369.928	1599.422	714.721	520.754	1317.656	567.868	556.485	1032.989	515.366	601.860	803.975	751.171	211.310	1330.428	757.308	108.358	1017.675	940.218	80.336	873.052	814.395	542.888	834.189	909.312	453.954	449.812	877.159	413.060	51.510	826.208	365.550	17.709	980.008	436.199	26.564	1049.246	401.427	35.622	762.998	178.900	811.205	685.189	216.395	408.348	365.168	236.570	167.216	328.869	289.568	197.120	376.627	232.549	55.514	436.337	256.244	23.565
230	2.29000	770.383	372.050	1600.921	727.372	522.104	1318.603	584.570	559.657	1032.747	539.490	606.034	802.257	762.695	212.631	1332.205	767.604	110.698	1019.264	947.482	82.095	870.160	828.087	544.681	835.522	914.517	455.107	449.065	877.211	412.300	51.133	826.018	365.731	17.842	979.928	436.375	26.469	1049.981	400.908	34.154	773.684	181.221	811.317	709.338	215.906	403.844	382.260	237.331	175.651	348.981	291.758	207.720	387.344	232.647	63.850	444.927	249.341	21.094
231	2.30000	781.318	374.039	1602.458	739.960	523.188	1320.103	601.843	562.386	1031.337	563.193	610.220	799.788	774.008	213.770	1333.119	777.665	113.049	1019.870	954.823	83.843	866.921	840.637	546.032	836.795	919.040	456.283	448.459	877.594	411.940	51.046	825.990	365.730	18.090	979.926	436.363	26.328	1050.934	400.337	33.223	785.101	184.149	810.864	735.059	215.018	401.976	400.574	240.208	184.751	369.721	296.965	215.316	400.723	229.635	73.021	451.844	237.068	21.550
232	2.31000	792.275	375.764	1604.060	753.128	524.641	1321.668	619.796	566.464	1030.294	588.523	614.106	798.533	785.379	214.261	1334.119	788.518	115.284	1019.937	962.314	85.275	862.980	853.008	547.105	837.599	923.734	457.090	447.065	877.806	411.870	51.068	825.916	365.524	18.053	980.106	436.458	26.406	1051.679	400.102	32.522	795.324	187.306	810.428	760.588	214.637	399.788	420.940	243.109	193.546	392.997	302.644	220.324	419.136	224.625	83.611	466.235	225.736	28.924
233	2.32000	803.121	377.500	1605.428	766.265	526.073	1323.150	638.113	570.158	1028.873	614.107	618.793	796.924	796.014	215.432	1334.841	798.994	116.967	1020.150	968.594	86.916	859.904	865.281	548.132	838.281	927.710	458.262	445.570	878.271	411.539	51.238	825.967	365.740	18.265	980.113	436.589	26.366	1051.859	400.064	31.519	805.605	190.350	810.449	786.641	214.479	398.932	443.413	246.366	200.844	415.671	308.047	223.201	441.396	219.612	92.741	487.289	217.420	38.221
234	2.33000	813.980	379.063	1606.836	779.576	527.337	1324.999	656.356	574.277	1028.832	640.323	622.469	795.436	807.473	216.365	1335.805	809.511	118.880	1021.255	975.678	88.376	856.076	876.435	549.246	838.788	931.295	459.687	445.097	878.142	411.861	51.271	825.950	365.979	18.368	980.024	436.831	26.278	1051.965	400.191	30.703	815.561	192.781	810.976	812.245	213.893	399.586	467.884	249.163	205.758	440.333	312.390	225.820	466.286	215.101	100.760	511.482	209.636	45.009
235	2.34000	824.813	380.500	1608.046	793.205	528.782	1326.057	676.477	578.744	1027.718	667.772	626.711	794.174	818.357	217.333	1336.646	820.217	120.946	1021.503	982.041	89.838	852.841	887.676	550.591	838.733	934.866	461.153	445.254	877.633	412.563	51.463	826.183	366.078	18.519	980.060	437.055	26.193	1052.352	400.017	30.389	825.847	194.437	812.255	838.048	214.013	400.498	493.912	251.318	210.321	465.852	315.824	227.350	492.811	211.063	108.561	538.632	200.785	51.101
236	2.35000	835.820	381.808	1609.160	807.054	529.920	1327.396	696.288	582.979	1026.318	695.907	630.752	792.904	829.400	218.330	1337.926	830.121	123.211	1021.803	987.727	90.555	848.587	897.593	551.732	838.253	939.143	461.891	445.168	878.174	412.600	51.207	825.807	366.292	18.954	979.956	437.190	26.091	1052.759	399.947	29.741	835.847	196.108	813.799	864.951	214.268	402.058	520.751	252.984	213.388	491.974	318.130	227.126	521.966	207.637	114.804	567.818	193.033	58.023
237	2.36000	846.916	383.140	1610.387	820.505	530.902	1328.524	715.957	587.368	1025.911	724.357	634.585	792.683	840.423	219.198	1338.890	839.814	125.183	1022.140	993.169	91.604	845.651	907.074	553.181	838.111	944.016	462.135	444.622	879.271	411.604	51.066	825.877	366.448	19.244	980.032	437.311	26.121	1053.009	399.891	29.601	845.941	197.547	815.401	890.697	214.784	403.898	548.586	253.914	214.678	518.313	319.369	225.595	553.196	205.443	118.217	599.538	188.939	62.545
